Symbol;Date; Open ; High ; Low ;Close 
RBC;2019-03-01;832.19;858.25;804.97;885.47
ROG;2019-03-04;435.51;475.41;421.1;489.82
DC.WT;2019-03-02;434.2;472.67;391.07;515.8
TSLA;2019-02-28;356.51;391.53;338.23;409.81
ROG;2019-03-01;521.35;523.54;516.31;528.58
MSFT;2019-03-02;92.73;118.05;46.24;164.54
BELL;2019-03-02;678.26;689.92;658.73;709.44
ARG;2019-03-01;664.45;670.17;649.07;685.55
MSFT;2019-03-03;48.73;65.34;16.41;97.65
ROG;2019-03-03;226.35;243.52;210.4;259.47
DC.WT;2019-03-02;380.01;415.13;337.61;457.54
BELL;2019-03-01;626.65;676.3;603.01;699.94
RBC;2019-03-03;453.14;502.47;446.66;508.95
LYD;2019-03-04;807.51;836.55;792.49;851.57
LYD;2019-03-01;682.37;727.51;657.11;752.78
MSFT;2019-03-03;998.59;1021.32;972.19;1047.73
ARG;2019-03-02;918.23;918.7;888.07;948.87
LYD;2019-03-02;958.95;994;918.59;1034.36
RBC;2019-03-04;721.42;764.69;701.78;784.34
BELL;2019-03-02;129.94;137.24;91.19;175.99
RBC;2019-03-01;864.5;898.02;849.81;912.71
MSFT;2019-03-01;247.78;294.01;202.24;339.55
RBC;2019-03-02;282.38;306.06;281.13;307.31
ARG;2019-03-01;21.61;69.29;-10.06;100.96
BELL;2019-03-01;17.57;28.55;15.2;30.92
L.PR.B;2019-03-02;634.2;663.42;606.44;691.18
GOOG;2019-03-04;198.58;204.95;172.72;230.81
BELL;2019-02-28;591.54;624.51;562.58;653.47
DC.WT;2019-03-02;922.84;948.09;878.67;992.25
L.PR.B;2019-03-03;764.11;770.67;743.63;791.14
LYD;2019-02-28;212.47;242.53;176.67;278.34
ROG;2019-03-02;440.16;489.97;392.61;537.51
L.PR.B;2019-02-28;771.7;784.54;741.2;815.05
TSLA;2019-03-01;241.79;287.94;233.75;295.99
L.PR.B;2019-03-02;730.79;748.27;701.17;777.88
DC.WT;2019-02-28;244.03;244.41;236.8;251.64
BELL;2019-02-28;930.56;972.11;896.65;1006.01
ROG;2019-03-01;70.9;108.05;37.77;141.18
ROG;2019-03-01;397.2;446.02;350.88;492.34
ROG;2019-03-01;968.61;985.92;933.49;1021.05
ROG;2019-03-03;682.71;718.93;665.67;735.97
DC.WT;2019-03-04;355.52;355.82;307.62;403.73
MSFT;2019-02-28;749.63;794.14;720.55;823.21
GOOG;2019-03-02;804.09;812.43;797.3;819.22
GOOG;2019-03-01;268.39;293.69;226.91;335.17
ROG;2019-02-28;42.49;80.65;29.48;93.66
L.PR.B;2019-03-01;348.83;379.03;342.64;385.22
TSLA;2019-02-28;984.24;1032.21;980.45;1036.01
TSLA;2019-03-04;336.24;341.26;295.81;381.69
LYD;2019-03-04;458.54;499.89;418.53;539.9
ARG;2019-03-04;600.31;637.51;578.55;659.26
ARG;2019-02-28;882.9;901.83;880.82;903.92
GOOG;2019-03-02;860.34;888.84;818.16;931.02
L.PR.B;2019-02-28;409.44;442.58;376.11;475.91
GOOG;2019-03-01;137.2;151.88;107.44;181.64
L.PR.B;2019-03-02;583.92;630.99;572.27;642.64
BELL;2019-03-03;832.34;876.72;826;883.07
ROG;2019-03-02;431.49;473.22;427.52;477.19
GOOG;2019-03-02;414.78;419.17;369.52;464.43
ROG;2019-02-28;862.16;866.44;815.86;912.73
DC.WT;2019-03-03;912.99;942.14;878.12;977.01
TSLA;2019-03-01;815.22;829.83;798.44;846.6
TSLA;2019-03-01;602.81;616.09;564.94;653.95
BELL;2019-03-04;762.8;796.55;715.19;844.16
TSLA;2019-02-28;113.64;154.64;80.9;187.38
BELL;2019-03-04;117.26;131.43;94.88;153.81
ARG;2019-03-01;22.62;39.22;14.24;47.59
LYD;2019-02-28;598.39;613.78;592.78;619.39
RBC;2019-03-02;249.52;274.88;242.5;281.9
MSFT;2019-03-04;905.56;952.81;893.91;964.46
GOOG;2019-02-28;285.27;292.79;246.99;331.07
LYD;2019-03-03;213.49;217.31;189.42;241.38
DC.WT;2019-02-28;885.04;905.15;863.18;927.01
LYD;2019-03-02;796.79;817.78;762.09;852.47
L.PR.B;2019-03-02;199.01;243.4;184.44;257.98
L.PR.B;2019-02-28;826.84;861.4;815.99;872.25
DC.WT;2019-03-03;276.85;285.8;230.85;331.8
ARG;2019-03-02;208.14;212.42;176.82;243.73
L.PR.B;2019-03-02;207.86;213.76;188.74;232.88
RBC;2019-03-03;395.45;442.7;345.93;492.23
LYD;2019-02-28;144.19;184.45;114.2;214.45
GOOG;2019-02-28;254.06;262.33;247.29;269.1
RBC;2019-02-28;910.09;911.42;905.77;915.74
DC.WT;2019-03-01;168.62;191.87;150.7;209.78
TSLA;2019-03-03;332.78;333.78;298.45;368.11
ARG;2019-03-01;213.46;231.97;168.03;277.41
L.PR.B;2019-03-04;767.97;811.79;731.35;848.42
RBC;2019-03-02;722.99;738.53;688.01;773.51
